uf;municipio;dia_semana;fase_dia;causa_acidente;tipo_acidente;condicao_metereologica;tipo_pista;tracado_via;uso_solo
SP;JACUPIRANGA;segunda-feira;Plena Noite;Condutor desrespeitou a iluminação vermelha do semáforo;Colisão frontal;Nublado;Simples;"Interseção de Vias;Viaduto";Sim
RR;BONFIM;segunda-feira;Plena Noite;Ausência de reação do condutor;Atropelamento de Animal;Ignorado;Simples;Reta;Não
SC;TROMBUDO CENTRAL;segunda-feira;Plena Noite;Velocidade Incompatível;Saída de leito carroçável;Garoa/Chuvisco;Simples;Curva;Não
MG;CARATINGA;segunda-feira;Plena Noite;Animais na Pista;Atropelamento de Animal;Nublado;Simples;Reta;Não
MG;POUSO ALEGRE;segunda-feira;Plena Noite;Velocidade Incompatível;Saída de leito carroçável;Chuva;Simples;Curva;Não
MG;UBERABA;segunda-feira;Plena Noite;Condutor Dormindo;Saída de leito carroçável;Céu Claro;Simples;"Retorno Regulamentado;Reta";Não
RN;NATAL;terça-feira;Plena Noite;Condutor deixou de manter distância do veículo da frente;Colisão lateral mesmo sentido;Céu Claro;Dupla;Reta;Sim
SC;TIJUCAS;terça-feira;Plena Noite;Animais na Pista;Atropelamento de Animal;Garoa/Chuvisco;Dupla;Reta;Sim
RO;PORTO VELHO;terça-feira;Plena Noite;Ausência de reação do condutor;Atropelamento de Pedestre;Céu Claro;Múltipla;Reta;Sim
RO;SAO FRANCISCO DO GUAPORE;segunda-feira;Plena Noite;Animais na Pista;Atropelamento de Animal;Nublado;Simples;Reta;Não
RS;ITAQUI;terça-feira;Plena Noite;Animais na Pista;Atropelamento de Animal;Céu Claro;Simples;Reta;Não
MG;ITATIAIUCU;terça-feira;Plena Noite;Condutor Dormindo;Saída de leito carroçável;Céu Claro;Dupla;Reta;Não
BA;SAO SEBASTIAO DO PASSE;segunda-feira;Plena Noite;Reação tardia ou ineficiente do condutor;Queda de ocupante de veículo;Nublado;Dupla;Reta;Não
CE;FORTALEZA;terça-feira;Plena Noite;Avarias e/ou desgaste excessivo no pneu;Queda de ocupante de veículo;Nublado;Dupla;Reta;Sim
RS;NOVO HAMBURGO;terça-feira;Plena Noite;Ausência de reação do condutor;Colisão traseira;Nublado;Múltipla;Reta;Sim
GO;ANAPOLIS;terça-feira;Amanhecer;Condutor Dormindo;Saída de leito carroçável;Céu Claro;Dupla;"Declive;Reta";Não
MA;BARRA DO CORDA;segunda-feira;Plena Noite;Animais na Pista;Atropelamento de Animal;Céu Claro;Simples;"Declive;Reta";Sim
BA;FEIRA DE SANTANA;terça-feira;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão lateral mesmo sentido;Sol;Dupla;Reta;Sim
PR;SAO JOSE DOS PINHAIS;terça-feira;Amanhecer;Reação tardia ou ineficiente do condutor;Colisão traseira;Céu Claro;Dupla;Reta;Sim
SC;SAUDADES;terça-feira;Amanhecer;Ausência de reação do condutor;Saída de leito carroçável;Garoa/Chuvisco;Simples;Reta;Não
PE;JABOATAO DOS GUARARAPES;terça-feira;Pleno dia;Acesso irregular;Colisão transversal;Céu Claro;Múltipla;"Reta;Declive";Sim
SC;INDAIAL;terça-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Colisão traseira;Céu Claro;Simples;Reta;Não
MS;CAMPO GRANDE;terça-feira;Amanhecer;Afundamento ou ondulação no pavimento;Tombamento;Céu Claro;Simples;Curva;Não
SE;ITABAIANA;terça-feira;Pleno dia;Acostamento em desnível;Tombamento;Céu Claro;Simples;Reta;Não
RS;IJUI;terça-feira;Pleno dia;Transitar no Acostamento;Colisão traseira;Garoa/Chuvisco;Simples;Reta;Sim
SC;BIGUACU;terça-feira;Pleno dia;Ausência de reação do condutor;Saída de leito carroçável;Céu Claro;Dupla;Curva;Não
PB;PATOS;terça-feira;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Céu Claro;Simples;Reta;Sim
PR;JACAREZINHO;terça-feira;Pleno dia;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Céu Claro;Simples;Reta;Sim
MG;RIBEIRAO DAS NEVES;terça-feira;Pleno dia;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Céu Claro;Dupla;Reta;Sim
MG;UBERABA;terça-feira;Pleno dia;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Céu Claro;Dupla;Reta;Sim
CE;FORTALEZA;terça-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Colisão lateral mesmo sentido;Céu Claro;Múltipla;Reta;Sim
RJ;PETROPOLIS;sábado;Pleno dia;Chuva;Saída de leito carroçável;Chuva;Dupla;Curva;Sim
ES;SERRA;terça-feira;Pleno dia;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Sol;Múltipla;Reta;Sim
RJ;DUQUE DE CAXIAS;sábado;Plena Noite;Ausência de reação do condutor;Colisão traseira;Chuva;Dupla;Reta;Sim
MS;DOURADOS;terça-feira;Plena Noite;Ausência de reação do condutor;Colisão com objeto;Céu Claro;Dupla;Rotatória;Não
RJ;VOLTA REDONDA;terça-feira;Pleno dia;Avarias e/ou desgaste excessivo no pneu;Queda de ocupante de veículo;Sol;Simples;"Curva;Retorno Regulamentado";Não
PR;CURITIBA;terça-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Colisão traseira;Céu Claro;Dupla;"Aclive;Reta";Sim
GO;APARECIDA DE GOIANIA;terça-feira;Pleno dia;Ausência de reação do condutor;Colisão traseira;Céu Claro;Simples;Reta;Não
PR;CALIFORNIA;terça-feira;Pleno dia;Pedestre cruzava a pista fora da faixa;Atropelamento de Pedestre;Céu Claro;Simples;Reta;Sim
SC;SAO JOSE;terça-feira;Pleno dia;Pista Escorregadia;Queda de ocupante de veículo;Nublado;Simples;Reta;Sim
PB;CAMPINA GRANDE;terça-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Colisão traseira;Sol;Dupla;Reta;Sim
PR;CURITIBA;terça-feira;Pleno dia;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Céu Claro;Dupla;Reta;Sim
MG;TRES MARIAS;terça-feira;Pleno dia;Acesso irregular;Colisão transversal;Sol;Simples;Curva;Sim
PR;CURITIBA;segunda-feira;Pleno dia;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Céu Claro;Simples;Reta;Não
RJ;DUQUE DE CAXIAS;terça-feira;Pleno dia;Entrada inopinada do pedestre;Atropelamento de Pedestre;Céu Claro;Múltipla;Reta;Sim
RJ;NOVA IGUACU;terça-feira;Pleno dia;Ausência de reação do condutor;Atropelamento de Animal;Céu Claro;Simples;Reta;Sim
RJ;RIO DE JANEIRO;terça-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Colisão traseira;Sol;Dupla;Reta;Não
RJ;DUQUE DE CAXIAS;terça-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Colisão traseira;Céu Claro;Dupla;Reta;Sim
MG;MURIAE;terça-feira;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Céu Claro;Simples;"Interseção de Vias;Reta";Não
MG;RIBEIRAO DAS NEVES;terça-feira;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Céu Claro;Dupla;Retorno Regulamentado;Sim
RS;VERANOPOLIS;sexta-feira;Pleno dia;Velocidade Incompatível;Engavetamento;Céu Claro;Simples;Reta;Sim
RS;PORTO ALEGRE;terça-feira;Pleno dia;Acumulo de óleo sobre o pavimento;Colisão com objeto;Chuva;Dupla;"Declive;Curva";Sim
BA;ALAGOINHAS;terça-feira;Pleno dia;Trafegar com motocicleta (ou similar) entre as faixas;Colisão traseira;Céu Claro;Simples;Reta;Não
PR;GUAIRACA;terça-feira;Pleno dia;Desrespeitar a preferência no cruzamento;Colisão transversal;Céu Claro;Simples;"Reta;Interseção de Vias";Não
PA;ALTAMIRA;domingo;Pleno dia;Ausência de reação do condutor;Colisão traseira;Sol;Simples;Reta;Sim
SP;UBATUBA;domingo;Pleno dia;Conversão proibida;Colisão transversal;Céu Claro;Simples;Reta;Não
PE;AGUA PRETA;terça-feira;Pleno dia;Demais falhas mecânicas ou elétricas;Incêndio;Sol;Dupla;Reta;Não
RS;PALMEIRA DAS MISSOES;terça-feira;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Chuva;Simples;Reta;Não
RJ;NOVA IGUACU;terça-feira;Pleno dia;Ausência de reação do condutor;Colisão transversal;Céu Claro;Simples;Reta;Sim
RS;PASSO FUNDO;sábado;Pleno dia;Desrespeitar a preferência no cruzamento;Atropelamento de Pedestre;Sol;Simples;Rotatória;Não
MG;PATROCINIO;terça-feira;Pleno dia;Ausência de reação do condutor;Queda de ocupante de veículo;Céu Claro;Simples;"Declive;Curva;Em Obras";Não
RJ;CAMPOS DOS GOYTACAZES;terça-feira;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão lateral mesmo sentido;Céu Claro;Simples;Curva;Sim
GO;ANAPOLIS;terça-feira;Pleno dia;Avarias e/ou desgaste excessivo no pneu;Queda de ocupante de veículo;Céu Claro;Simples;Reta;Sim
RJ;PARATY;terça-feira;Pleno dia;Curva acentuada;Colisão traseira;Céu Claro;Simples;"Declive;Curva";Não
SP;TAUBATE;terça-feira;Pleno dia;Demais falhas mecânicas ou elétricas;Tombamento;Sol;Dupla;Reta;Sim
MG;JUIZ DE FORA;terça-feira;Pleno dia;Avarias e/ou desgaste excessivo no pneu;Colisão com objeto;Céu Claro;Dupla;Reta;Não
MS;MUNDO NOVO;terça-feira;Pleno dia;Ausência de reação do condutor;Saída de leito carroçável;Chuva;Simples;"Curva;Declive";Não
MS;CAMPO GRANDE;domingo;Pleno dia;Ausência de reação do condutor;Colisão frontal;Céu Claro;Simples;"Reta;Aclive";Não
MA;IMPERATRIZ;terça-feira;Pleno dia;Transitar no Acostamento;Colisão transversal;Céu Claro;Simples;Reta;Sim
PB;MAMANGUAPE;terça-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Queda de ocupante de veículo;Céu Claro;Dupla;Reta;Não
BA;FEIRA DE SANTANA;terça-feira;Pleno dia;Ausência de reação do condutor;Colisão traseira;Céu Claro;Simples;Reta;Sim
PR;CASCAVEL;terça-feira;Pleno dia;Desrespeitar a preferência no cruzamento;Colisão traseira;Chuva;Simples;"Reta;Interseção de Vias";Sim
RS;MONTENEGRO;terça-feira;Pleno dia;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Céu Claro;Simples;Reta;Não
RJ;TERESOPOLIS;terça-feira;Pleno dia;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Céu Claro;Simples;Curva;Sim
PR;LAPA;terça-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Capotamento;Nublado;Simples;Curva;Não
SC;RIO DO SUL;terça-feira;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Chuva;Simples;Reta;Sim
MG;BETIM;terça-feira;Pleno dia;Ausência de reação do condutor;Colisão lateral mesmo sentido;Sol;Dupla;Reta;Sim
SP;SAO JOSE DO RIO PRETO;terça-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Sol;Dupla;Declive;Sim
PI;BRASILEIRA;terça-feira;Pleno dia;Animais na Pista;Tombamento;Céu Claro;Simples;Reta;Não
BA;TEIXEIRA DE FREITAS;terça-feira;Pleno dia;Ultrapassagem Indevida;Saída de leito carroçável;Nublado;Simples;"Reta;Aclive";Não
MG;UBERLANDIA;terça-feira;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Céu Claro;Dupla;Interseção de Vias;Sim
MG;ARAGUARI;terça-feira;Pleno dia;Avarias e/ou desgaste excessivo no pneu;Queda de ocupante de veículo;Céu Claro;Dupla;Reta;Não
ES;CARIACICA;terça-feira;Anoitecer;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Céu Claro;Dupla;Reta;Sim
BA;AURELINO LEAL;terça-feira;Pleno dia;Frear bruscamente;Colisão traseira;Céu Claro;Simples;"Ponte;Reta";Sim
PE;CARUARU;terça-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Colisão com objeto;Céu Claro;Dupla;"Viaduto;Reta";Sim
PB;CAMPINA GRANDE;terça-feira;Anoitecer;Ausência de reação do condutor;Colisão traseira;Céu Claro;Simples;Rotatória;Sim
ES;IBIRACU;terça-feira;Anoitecer;Reação tardia ou ineficiente do condutor;Tombamento;Nublado;Simples;Reta;Não
SC;ARAQUARI;terça-feira;Pleno dia;Chuva;Tombamento;Chuva;Múltipla;Curva;Não
RN;SAO JOSE DE MIPIBU;terça-feira;Plena Noite;Ausência de sinalização;Colisão traseira;Céu Claro;Dupla;Reta;Não
RJ;TERESOPOLIS;terça-feira;Plena Noite;Ultrapassagem Indevida;Colisão lateral sentido oposto;Céu Claro;Simples;"Reta;Aclive";Sim
SC;SAO JOSE;terça-feira;Plena Noite;Reação tardia ou ineficiente do condutor;Queda de ocupante de veículo;Chuva;Simples;Reta;Sim
GO;CATALAO;terça-feira;Pleno dia;Ausência de reação do condutor;Saída de leito carroçável;Céu Claro;Dupla;"Reta;Declive";Não
BA;TEIXEIRA DE FREITAS;terça-feira;Anoitecer;Transitar na contramão;Colisão frontal;Chuva;Simples;Curva;Não
MG;CARATINGA;terça-feira;Anoitecer;Acessar a via sem observar a presença dos outros veículos;Colisão lateral mesmo sentido;Nublado;Simples;Reta;Sim
MG;CARANDAI;terça-feira;Plena Noite;Conversão proibida;Colisão transversal;Céu Claro;Simples;Reta;Sim
PR;CASCAVEL;terça-feira;Plena Noite;Desrespeitar a preferência no cruzamento;Colisão transversal;Garoa/Chuvisco;Dupla;"Declive;Retorno Regulamentado;Reta";Sim
PI;PICOS;terça-feira;Anoitecer;Ausência de reação do condutor;Atropelamento de Pedestre;Céu Claro;Simples;Reta;Sim
PB;JOAO PESSOA;terça-feira;Plena Noite;Reação tardia ou ineficiente do condutor;Tombamento;Céu Claro;Dupla;Reta;Sim
PR;JACAREZINHO;terça-feira;Plena Noite;Pista esburacada;Queda de ocupante de veículo;Céu Claro;Simples;"Reta;Declive";Não
MG;FRONTEIRA;terça-feira;Pleno dia;Transitar na contramão;Colisão lateral sentido oposto;Céu Claro;Simples;Reta;Sim
MG;FRUTAL;terça-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Colisão com objeto;Céu Claro;Simples;"Reta;Ponte";Não
MT;JUSCIMEIRA;terça-feira;Plena Noite;Ausência de reação do condutor;Queda de ocupante de veículo;Céu Claro;Dupla;Reta;Não
RS;FAZENDA VILANOVA;terça-feira;Plena Noite;Ingestão de álcool pelo condutor;Saída de leito carroçável;Nublado;Dupla;Reta;Não
RJ;ITAGUAI;terça-feira;Plena Noite;Área urbana sem a presença de local apropriado para a travessia de pedestres;Atropelamento de Pedestre;Céu Claro;Dupla;Reta;Sim
DF;BRASILIA;terça-feira;Plena Noite;Ingestão de álcool pelo condutor;Tombamento;Céu Claro;Dupla;Reta;Não
RS;SAO LUIZ GONZAGA;terça-feira;Plena Noite;Ingestão de álcool pelo condutor;Saída de leito carroçável;Céu Claro;Simples;Reta;Não
CE;CAUCAIA;terça-feira;Plena Noite;Ausência de reação do condutor;Atropelamento de Pedestre;Céu Claro;Simples;Reta;Sim
MG;EXTREMA;terça-feira;Plena Noite;Velocidade Incompatível;Saída de leito carroçável;Nublado;Dupla;Interseção de Vias;Sim
SP;SAO JOSE DO RIO PRETO;quarta-feira;Plena Noite;Ausência de reação do condutor;Saída de leito carroçável;Céu Claro;Dupla;Reta;Sim
MT;PEDRA PRETA;terça-feira;Plena Noite;Ingestão de álcool pelo condutor;Saída de leito carroçável;Nublado;Simples;Reta;Não
PR;MARECHAL CANDIDO RONDON;quarta-feira;Plena Noite;Reação tardia ou ineficiente do condutor;Colisão com objeto;Ignorado;Dupla;Reta;Sim
RO;COLORADO DO OESTE;terça-feira;Plena Noite;Demais falhas na via;Queda de ocupante de veículo;Nublado;Simples;Reta;Não
PR;SARANDI;quarta-feira;Plena Noite;Ausência de reação do condutor;Colisão com objeto;Céu Claro;Dupla;"Reta;Em Obras";Sim
MG;TRES CORACOES;quarta-feira;Plena Noite;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Ignorado;Dupla;Reta;Sim
SC;ARAQUARI;quarta-feira;Amanhecer;Reação tardia ou ineficiente do condutor;Atropelamento de Pedestre;Nublado;Simples;"Reta;Em Obras";Sim
PR;MANDAGUACU;quarta-feira;Plena Noite;Animais na Pista;Colisão com objeto;Nevoeiro/Neblina;Dupla;"Curva;Declive";Não
SP;ARUJA;quarta-feira;Pleno dia;Ausência de reação do condutor;Colisão transversal;Céu Claro;Múltipla;Curva;Não
ES;COLATINA;quarta-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Colisão transversal;Céu Claro;Simples;Reta;Sim
MS;SIDROLANDIA;quarta-feira;Amanhecer;Animais na Pista;Atropelamento de Animal;Céu Claro;Simples;Reta;Não
DF;BRASILIA;quarta-feira;Amanhecer;Velocidade Incompatível;Engavetamento;Céu Claro;Dupla;Reta;Sim
SP;EMBU DAS ARTES;quarta-feira;Pleno dia;Trafegar com motocicleta (ou similar) entre as faixas;Colisão lateral mesmo sentido;Céu Claro;Dupla;"Reta;Declive";Sim
RJ;DUQUE DE CAXIAS;terça-feira;Plena Noite;Retorno proibido;Colisão traseira;Céu Claro;Dupla;Reta;Sim
SC;PALMITOS;terça-feira;Plena Noite;Demais falhas mecânicas ou elétricas;Incêndio;Nublado;Simples;Reta;Não
PE;ITAPISSUMA;quarta-feira;Pleno dia;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Céu Claro;Dupla;Reta;Não
RS;DOIS IRMAOS;quarta-feira;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Nublado;Dupla;Reta;Sim
DF;BRASILIA;quarta-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Colisão traseira;Céu Claro;Dupla;Reta;Sim
RN;SAO GONCALO DO AMARANTE;quarta-feira;Pleno dia;Ingestão de álcool pelo condutor;Colisão transversal;Céu Claro;Dupla;"Interseção de Vias;Retorno Regulamentado;Reta;Viaduto";Sim
RS;FONTOURA XAVIER;quarta-feira;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Céu Claro;Simples;"Declive;Em Obras;Curva";Não
RN;TANGARA;quarta-feira;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Céu Claro;Simples;Aclive;Sim
SC;ITAPEMA;quarta-feira;Pleno dia;Carga excessiva e/ou mal acondicionada;Derramamento de carga;Nublado;Dupla;Reta;Não
RJ;MANGARATIBA;quarta-feira;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Céu Claro;Dupla;Interseção de Vias;Não
BA;SALVADOR;quarta-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Queda de ocupante de veículo;Garoa/Chuvisco;Múltipla;"Curva;Declive";Sim
SC;JOACABA;quarta-feira;Pleno dia;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Nevoeiro/Neblina;Simples;Reta;Não
PE;RECIFE;quarta-feira;Pleno dia;Ausência de reação do condutor;Colisão traseira;Céu Claro;Múltipla;Reta;Sim
PR;ARAUCARIA;quarta-feira;Pleno dia;Trafegar com motocicleta (ou similar) entre as faixas;Colisão traseira;Nublado;Dupla;Reta;Sim
RJ;DUQUE DE CAXIAS;quarta-feira;Pleno dia;Condutor Dormindo;Saída de leito carroçável;Céu Claro;Dupla;Reta;Não
SP;SAO PAULO;quarta-feira;Pleno dia;Ausência de reação do condutor;Colisão lateral mesmo sentido;Céu Claro;Múltipla;"Curva;Aclive";Não
PR;CURITIBA;quarta-feira;Pleno dia;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Nublado;Dupla;Reta;Sim
PI;ALTOS;quarta-feira;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão lateral mesmo sentido;Nublado;Simples;Reta;Sim
PE;PAULISTA;quarta-feira;Pleno dia;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Céu Claro;Dupla;Reta;Sim
MG;UBAPORANGA;quarta-feira;Pleno dia;Ultrapassagem Indevida;Colisão lateral mesmo sentido;Céu Claro;Simples;"Reta;Declive";Sim
RS;CAPAO DO LEAO;quarta-feira;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Chuva;Simples;Interseção de Vias;Não
SC;MAFRA;quarta-feira;Pleno dia;Ausência de reação do condutor;Colisão transversal;Garoa/Chuvisco;Simples;Reta;Sim
ES;MARECHAL FLORIANO;quarta-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Colisão traseira;Céu Claro;Simples;"Curva;Aclive";Não
PB;CABEDELO;quarta-feira;Pleno dia;Condutor deixou de manter distância do veículo da frente;Colisão lateral mesmo sentido;Céu Claro;Dupla;Reta;Sim
AL;SAO MIGUEL DOS CAMPOS;quarta-feira;Pleno dia;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Céu Claro;Dupla;"Reta;Aclive";Não
RO;PORTO VELHO;quarta-feira;Pleno dia;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Céu Claro;Dupla;Reta;Sim
RS;RIO GRANDE;quarta-feira;Pleno dia;Pista Escorregadia;Tombamento;Nublado;Simples;Curva;Não
RJ;NOVA IGUACU;quarta-feira;Pleno dia;Ausência de reação do condutor;Queda de ocupante de veículo;Céu Claro;Dupla;Reta;Sim
PE;BELO JARDIM;quarta-feira;Pleno dia;Ausência de reação do condutor;Tombamento;Céu Claro;Simples;Reta;Sim
BA;SALVADOR;quarta-feira;Pleno dia;Ausência de reação do condutor;Colisão transversal;Nublado;Múltipla;Reta;Sim
DF;BRASILIA;quarta-feira;Pleno dia;Avarias e/ou desgaste excessivo no pneu;Capotamento;Céu Claro;Dupla;Reta;Não
SE;NOSSA SENHORA DO SOCORRO;quarta-feira;Pleno dia;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Céu Claro;Dupla;Reta;Sim
PE;RECIFE;quarta-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Colisão traseira;Céu Claro;Múltipla;Interseção de Vias;Sim
ES;VITORIA;quarta-feira;Pleno dia;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Céu Claro;Dupla;Reta;Sim
